School Year,Division Number,Division Name,Subject,Race,Test Level,Test Source,Test,Total Count,Pass Rate
2015-2016,39,Greene County,English:Reading,"Black, not of Hispanic origin",Grade 5,SOL,English Reading,24,62.5
2015-2016,39,Greene County,English:Reading,"Black, not of Hispanic origin",Grade 6,SOL,English Reading,18,61.11
2015-2016,39,Greene County,English:Reading,"Black, not of Hispanic origin",Grade 7,SOL,English Reading,19,84.21
2015-2016,39,Greene County,English:Reading,"Black, not of Hispanic origin",Grade 8,SOL,English Reading,24,54.17
2015-2016,39,Greene County,English:Reading,"White, not of Hispanic origin",Grade 3,SOL,English Reading,178,69.66
2015-2016,39,Greene County,English:Reading,"White, not of Hispanic origin",Grade 4,SOL,English Reading,182,71.98
2015-2016,39,Greene County,English:Reading,"White, not of Hispanic origin",Grade 5,SOL,English Reading,189,76.19
2015-2016,39,Greene County,English:Reading,"White, not of Hispanic origin",Grade 6,SOL,English Reading,177,74.58
2015-2016,39,Greene County,English:Reading,"White, not of Hispanic origin",Grade 7,SOL,English Reading,181,83.98
2015-2016,39,Greene County,English:Reading,"White, not of Hispanic origin",Grade 8,SOL,English Reading,182,71.43
2015-2016,54,Louisa County,English:Reading,"Black, not of Hispanic origin",Grade 3,SOL,English Reading,54,59.26
2015-2016,54,Louisa County,English:Reading,"Black, not of Hispanic origin",Grade 4,SOL,English Reading,67,67.16
2015-2016,54,Louisa County,English:Reading,"Black, not of Hispanic origin",Grade 5,SOL,English Reading,57,52.63
2015-2016,54,Louisa County,English:Reading,"Black, not of Hispanic origin",Grade 6,SOL,English Reading,70,64.29
2015-2016,54,Louisa County,English:Reading,"Black, not of Hispanic origin",Grade 7,SOL,English Reading,55,63.64
2015-2016,54,Louisa County,English:Reading,"Black, not of Hispanic origin",Grade 8,SOL,English Reading,62,59.68
2015-2016,54,Louisa County,English:Reading,"White, not of Hispanic origin",Grade 3,SOL,English Reading,243,83.95
2015-2016,54,Louisa County,English:Reading,"White, not of Hispanic origin",Grade 4,SOL,English Reading,241,80.08
2015-2016,54,Louisa County,English:Reading,"White, not of Hispanic origin",Grade 5,SOL,English Reading,274,86.86
2015-2016,54,Louisa County,English:Reading,"White, not of Hispanic origin",Grade 6,SOL,English Reading,243,82.3
2015-2016,54,Louisa County,English:Reading,"White, not of Hispanic origin",Grade 7,SOL,English Reading,240,82.08
2015-2016,54,Louisa County,English:Reading,"White, not of Hispanic origin",Grade 8,SOL,English Reading,273,78.75
2015-2016,62,Nelson County,English:Reading,"Black, not of Hispanic origin",Grade 3,SOL,English Reading,15,53.33
2015-2016,62,Nelson County,English:Reading,"Black, not of Hispanic origin",Grade 4,SOL,English Reading,18,66.67
2015-2016,62,Nelson County,English:Reading,"Black, not of Hispanic origin",Grade 5,SOL,English Reading,13,<50
2015-2016,62,Nelson County,English:Reading,"Black, not of Hispanic origin",Grade 6,SOL,English Reading,18,61.11
2015-2016,62,Nelson County,English:Reading,"Black, not of Hispanic origin",Grade 7,SOL,English Reading,14,57.14
2015-2016,62,Nelson County,English:Reading,"Black, not of Hispanic origin",Grade 8,SOL,English Reading,21,47.62
2015-2016,62,Nelson County,English:Reading,"White, not of Hispanic origin",Grade 3,SOL,English Reading,107,69.16
2015-2016,62,Nelson County,English:Reading,"White, not of Hispanic origin",Grade 4,SOL,English Reading,97,80.41
2015-2016,62,Nelson County,English:Reading,"White, not of Hispanic origin",Grade 5,SOL,English Reading,102,74.51
2015-2016,62,Nelson County,English:Reading,"White, not of Hispanic origin",Grade 6,SOL,English Reading,110,87.27
2015-2016,62,Nelson County,English:Reading,"White, not of Hispanic origin",Grade 7,SOL,English Reading,109,90.83
2015-2016,62,Nelson County,English:Reading,"White, not of Hispanic origin",Grade 8,SOL,English Reading,105,75.24
2016-2017,2,Albemarle County,English:Reading,"Black, not of Hispanic origin",Grade 3,SOL,English Reading,109,43.12
2016-2017,2,Albemarle County,English:Reading,"Black, not of Hispanic origin",Grade 4,SOL,English Reading,108,58.33
2016-2017,2,Albemarle County,English:Reading,"Black, not of Hispanic origin",Grade 5,SOL,English Reading,93,60.22
2016-2017,2,Albemarle County,English:Reading,"Black, not of Hispanic origin",Grade 6,SOL,English Reading,112,44.64
2016-2017,2,Albemarle County,English:Reading,"Black, not of Hispanic origin",Grade 7,SOL,English Reading,105,61.9
2016-2017,2,Albemarle County,English:Reading,"Black, not of Hispanic origin",Grade 8,SOL,English Reading,102,52.94
2016-2017,2,Albemarle County,English:Reading,"White, not of Hispanic origin",Grade 3,SOL,English Reading,659,79.06
2016-2017,2,Albemarle County,English:Reading,"White, not of Hispanic origin",Grade 4,SOL,English Reading,697,86.51
2016-2017,2,Albemarle County,English:Reading,"White, not of Hispanic origin",Grade 5,SOL,English Reading,600,88.67
2016-2017,2,Albemarle County,English:Reading,"White, not of Hispanic origin",Grade 6,SOL,English Reading,647,85.63
2016-2017,2,Albemarle County,English:Reading,"White, not of Hispanic origin",Grade 7,SOL,English Reading,651,88.94
2016-2017,2,Albemarle County,English:Reading,"White, not of Hispanic origin",Grade 8,SOL,English Reading,617,84.93
2016-2017,104,Charlottesville City,English:Reading,"Black, not of Hispanic origin",Grade 3,SOL,English Reading,135,51.11
2016-2017,104,Charlottesville City,English:Reading,"Black, not of Hispanic origin",Grade 4,SOL,English Reading,123,59.35
2016-2017,104,Charlottesville City,English:Reading,"Black, not of Hispanic origin",Grade 5,SOL,English Reading,91,52.75
2016-2017,104,Charlottesville City,English:Reading,"Black, not of Hispanic origin",Grade 6,SOL,English Reading,106,50.94
2016-2017,104,Charlottesville City,English:Reading,"Black, not of Hispanic origin",Grade 7,SOL,English Reading,78,50
2016-2017,104,Charlottesville City,English:Reading,"Black, not of Hispanic origin",Grade 8,SOL,English Reading,84,54.76
2016-2017,104,Charlottesville City,English:Reading,"White, not of Hispanic origin",Grade 3,SOL,English Reading,163,89.57
2016-2017,104,Charlottesville City,English:Reading,"White, not of Hispanic origin",Grade 4,SOL,English Reading,133,90.98
2016-2017,104,Charlottesville City,English:Reading,"White, not of Hispanic origin",Grade 5,SOL,English Reading,107,86.92
2016-2017,104,Charlottesville City,English:Reading,"White, not of Hispanic origin",Grade 6,SOL,English Reading,86,98.84
2016-2017,104,Charlottesville City,English:Reading,"White, not of Hispanic origin",Grade 7,SOL,English Reading,89,91.01
2016-2017,104,Charlottesville City,English:Reading,"White, not of Hispanic origin",Grade 8,SOL,English Reading,92,93.48
2016-2017,32,Fluvanna County,English:Reading,"Black, not of Hispanic origin",Grade 3,SOL,English Reading,31,61.29
2016-2017,32,Fluvanna County,English:Reading,"Black, not of Hispanic origin",Grade 4,SOL,English Reading,31,64.52
2016-2017,32,Fluvanna County,English:Reading,"Black, not of Hispanic origin",Grade 5,SOL,English Reading,43,55.81
2016-2017,32,Fluvanna County,English:Reading,"Black, not of Hispanic origin",Grade 6,SOL,English Reading,40,60
2016-2017,32,Fluvanna County,English:Reading,"Black, not of Hispanic origin",Grade 7,SOL,English Reading,46,67.39
2016-2017,32,Fluvanna County,English:Reading,"Black, not of Hispanic origin",Grade 8,SOL,English Reading,39,58.97
2016-2017,32,Fluvanna County,English:Reading,"White, not of Hispanic origin",Grade 3,SOL,English Reading,187,78.07
2016-2017,32,Fluvanna County,English:Reading,"White, not of Hispanic origin",Grade 4,SOL,English Reading,186,77.42
2016-2017,32,Fluvanna County,English:Reading,"White, not of Hispanic origin",Grade 5,SOL,English Reading,203,83.74
2016-2017,32,Fluvanna County,English:Reading,"White, not of Hispanic origin",Grade 6,SOL,English Reading,207,80.68
2016-2017,32,Fluvanna County,English:Reading,"White, not of Hispanic origin",Grade 7,SOL,English Reading,220,83.18
2016-2017,32,Fluvanna County,English:Reading,"White, not of Hispanic origin",Grade 8,SOL,English Reading,215,79.53
2016-2017,39,Greene County,English:Reading,"Black, not of Hispanic origin",Grade 3,SOL,English Reading,15,60
2016-2017,39,Greene County,English:Reading,"Black, not of Hispanic origin",Grade 4,SOL,English Reading,13,61.54
2016-2017,39,Greene County,English:Reading,"Black, not of Hispanic origin",Grade 5,SOL,English Reading,19,68.42
2016-2017,39,Greene County,English:Reading,"Black, not of Hispanic origin",Grade 6,SOL,English Reading,29,55.17
2016-2017,39,Greene County,English:Reading,"Black, not of Hispanic origin",Grade 7,SOL,English Reading,19,78.95
2016-2017,39,Greene County,English:Reading,"Black, not of Hispanic origin",Grade 8,SOL,English Reading,19,84.21
2016-2017,39,Greene County,English:Reading,"White, not of Hispanic origin",Grade 3,SOL,English Reading,181,67.96
2016-2017,39,Greene County,English:Reading,"White, not of Hispanic origin",Grade 4,SOL,English Reading,182,78.02
2016-2017,39,Greene County,English:Reading,"White, not of Hispanic origin",Grade 5,SOL,English Reading,180,80.56
2016-2017,39,Greene County,English:Reading,"White, not of Hispanic origin",Grade 6,SOL,English Reading,186,67.74
2016-2017,39,Greene County,English:Reading,"White, not of Hispanic origin",Grade 7,SOL,English Reading,171,81.29
2016-2017,39,Greene County,English:Reading,"White, not of Hispanic origin",Grade 8,SOL,English Reading,178,79.78
2016-2017,54,Louisa County,English:Reading,"Black, not of Hispanic origin",Grade 3,SOL,English Reading,51,52.94
2016-2017,54,Louisa County,English:Reading,"Black, not of Hispanic origin",Grade 4,SOL,English Reading,54,66.67
2016-2017,54,Louisa County,English:Reading,"Black, not of Hispanic origin",Grade 5,SOL,English Reading,59,67.8
2016-2017,54,Louisa County,English:Reading,"Black, not of Hispanic origin",Grade 6,SOL,English Reading,53,52.83
2016-2017,54,Louisa County,English:Reading,"Black, not of Hispanic origin",Grade 7,SOL,English Reading,66,65.15
2016-2017,54,Louisa County,English:Reading,"Black, not of Hispanic origin",Grade 8,SOL,English Reading,53,62.26
2016-2017,54,Louisa County,English:Reading,"White, not of Hispanic origin",Grade 3,SOL,English Reading,255,68.63
2016-2017,54,Louisa County,English:Reading,"White, not of Hispanic origin",Grade 4,SOL,English Reading,237,84.39
2016-2017,54,Louisa County,English:Reading,"White, not of Hispanic origin",Grade 5,SOL,English Reading,240,80
2016-2017,54,Louisa County,English:Reading,"White, not of Hispanic origin",Grade 6,SOL,English Reading,263,78.71
2016-2017,54,Louisa County,English:Reading,"White, not of Hispanic origin",Grade 7,SOL,English Reading,244,86.07
2016-2017,54,Louisa County,English:Reading,"White, not of Hispanic origin",Grade 8,SOL,English Reading,238,78.57
2016-2017,62,Nelson County,English:Reading,"Black, not of Hispanic origin",Grade 3,SOL,English Reading,16,<50
2016-2017,62,Nelson County,English:Reading,"Black, not of Hispanic origin",Grade 4,SOL,English Reading,17,<50
2016-2017,62,Nelson County,English:Reading,"Black, not of Hispanic origin",Grade 5,SOL,English Reading,16,56.25
2016-2017,62,Nelson County,English:Reading,"Black, not of Hispanic origin",Grade 6,SOL,English Reading,12,58.33
2016-2017,62,Nelson County,English:Reading,"Black, not of Hispanic origin",Grade 7,SOL,English Reading,15,53.33
2016-2017,62,Nelson County,English:Reading,"Black, not of Hispanic origin",Grade 8,SOL,English Reading,14,<50
2016-2017,62,Nelson County,English:Reading,"White, not of Hispanic origin",Grade 3,SOL,English Reading,95,65.26
2016-2017,62,Nelson County,English:Reading,"White, not of Hispanic origin",Grade 4,SOL,English Reading,110,69.09
2016-2017,62,Nelson County,English:Reading,"White, not of Hispanic origin",Grade 5,SOL,English Reading,102,87.25
2016-2017,62,Nelson County,English:Reading,"White, not of Hispanic origin",Grade 6,SOL,English Reading,98,72.45
2016-2017,62,Nelson County,English:Reading,"White, not of Hispanic origin",Grade 7,SOL,English Reading,120,85.83
2016-2017,62,Nelson County,English:Reading,"White, not of Hispanic origin",Grade 8,SOL,English Reading,115,80.87
2017-2018,2,Albemarle County,English:Reading,"Black, not of Hispanic origin",Grade 3,SOL,English Reading,104,40.38
2017-2018,2,Albemarle County,English:Reading,"Black, not of Hispanic origin",Grade 4,SOL,English Reading,113,49.56
2017-2018,2,Albemarle County,English:Reading,"Black, not of Hispanic origin",Grade 5,SOL,English Reading,112,58.04
2017-2018,2,Albemarle County,English:Reading,"Black, not of Hispanic origin",Grade 6,SOL,English Reading,101,61.39
2017-2018,2,Albemarle County,English:Reading,"Black, not of Hispanic origin",Grade 7,SOL,English Reading,112,57.14
2017-2018,2,Albemarle County,English:Reading,"Black, not of Hispanic origin",Grade 8,SOL,English Reading,102,51.96
2017-2018,2,Albemarle County,English:Reading,"White, not of Hispanic origin",Grade 3,SOL,English Reading,720,80.42
2017-2018,2,Albemarle County,English:Reading,"White, not of Hispanic origin",Grade 4,SOL,English Reading,678,84.07
2017-2018,2,Albemarle County,English:Reading,"White, not of Hispanic origin",Grade 5,SOL,English Reading,685,86.57
2017-2018,2,Albemarle County,English:Reading,"White, not of Hispanic origin",Grade 6,SOL,English Reading,618,88.51
2017-2018,2,Albemarle County,English:Reading,"White, not of Hispanic origin",Grade 7,SOL,English Reading,672,87.65
2017-2018,2,Albemarle County,English:Reading,"White, not of Hispanic origin",Grade 8,SOL,English Reading,663,84.77
2017-2018,104,Charlottesville City,English:Reading,"Black, not of Hispanic origin",Grade 3,SOL,English Reading,137,38.69
2017-2018,104,Charlottesville City,English:Reading,"Black, not of Hispanic origin",Grade 4,SOL,English Reading,145,51.03
2017-2018,104,Charlottesville City,English:Reading,"Black, not of Hispanic origin",Grade 5,SOL,English Reading,122,42.62
2017-2018,104,Charlottesville City,English:Reading,"Black, not of Hispanic origin",Grade 6,SOL,English Reading,91,54.95
2017-2018,104,Charlottesville City,English:Reading,"Black, not of Hispanic origin",Grade 7,SOL,English Reading,106,60.38
2017-2018,104,Charlottesville City,English:Reading,"Black, not of Hispanic origin",Grade 8,SOL,English Reading,77,35.06
2017-2018,104,Charlottesville City,English:Reading,"White, not of Hispanic origin",Grade 3,SOL,English Reading,131,87.79
2017-2018,104,Charlottesville City,English:Reading,"White, not of Hispanic origin",Grade 4,SOL,English Reading,167,89.82
2017-2018,104,Charlottesville City,English:Reading,"White, not of Hispanic origin",Grade 5,SOL,English Reading,112,84.82
2017-2018,104,Charlottesville City,English:Reading,"White, not of Hispanic origin",Grade 6,SOL,English Reading,104,90.38
2017-2018,104,Charlottesville City,English:Reading,"White, not of Hispanic origin",Grade 7,SOL,English Reading,91,92.31
2017-2018,104,Charlottesville City,English:Reading,"White, not of Hispanic origin",Grade 8,SOL,English Reading,99,80.81
2017-2018,32,Fluvanna County,English:Reading,"Black, not of Hispanic origin",Grade 3,SOL,English Reading,37,64.86
2017-2018,32,Fluvanna County,English:Reading,"Black, not of Hispanic origin",Grade 4,SOL,English Reading,36,66.67
2017-2018,32,Fluvanna County,English:Reading,"Black, not of Hispanic origin",Grade 5,SOL,English Reading,28,57.14
2017-2018,32,Fluvanna County,English:Reading,"Black, not of Hispanic origin",Grade 6,SOL,English Reading,48,47.92
2017-2018,32,Fluvanna County,English:Reading,"Black, not of Hispanic origin",Grade 7,SOL,English Reading,42,57.14
2017-2018,32,Fluvanna County,English:Reading,"Black, not of Hispanic origin",Grade 8,SOL,English Reading,45,66.67
2017-2018,32,Fluvanna County,English:Reading,"White, not of Hispanic origin",Grade 3,SOL,English Reading,186,81.18
2017-2018,32,Fluvanna County,English:Reading,"White, not of Hispanic origin",Grade 4,SOL,English Reading,187,85.03
2017-2018,32,Fluvanna County,English:Reading,"White, not of Hispanic origin",Grade 5,SOL,English Reading,193,74.61
2017-2018,32,Fluvanna County,English:Reading,"White, not of Hispanic origin",Grade 6,SOL,English Reading,201,82.59
2017-2018,32,Fluvanna County,English:Reading,"White, not of Hispanic origin",Grade 7,SOL,English Reading,205,84.39
2017-2018,32,Fluvanna County,English:Reading,"White, not of Hispanic origin",Grade 8,SOL,English Reading,219,83.11
2017-2018,39,Greene County,English:Reading,"Black, not of Hispanic origin",Grade 3,SOL,English Reading,23,34.78
2017-2018,39,Greene County,English:Reading,"Black, not of Hispanic origin",Grade 4,SOL,English Reading,12,66.67
2017-2018,39,Greene County,English:Reading,"Black, not of Hispanic origin",Grade 5,SOL,English Reading,12,58.33
2017-2018,39,Greene County,English:Reading,"Black, not of Hispanic origin",Grade 6,SOL,English Reading,15,<50
2017-2018,39,Greene County,English:Reading,"Black, not of Hispanic origin",Grade 7,SOL,English Reading,22,63.64
2017-2018,39,Greene County,English:Reading,"Black, not of Hispanic origin",Grade 8,SOL,English Reading,19,68.42
2017-2018,39,Greene County,English:Reading,"White, not of Hispanic origin",Grade 3,SOL,English Reading,177,69.49
2017-2018,39,Greene County,English:Reading,"White, not of Hispanic origin",Grade 4,SOL,English Reading,176,68.75
2017-2018,39,Greene County,English:Reading,"White, not of Hispanic origin",Grade 5,SOL,English Reading,179,75.98
2017-2018,39,Greene County,English:Reading,"White, not of Hispanic origin",Grade 6,SOL,English Reading,181,74.03
2017-2018,39,Greene County,English:Reading,"White, not of Hispanic origin",Grade 7,SOL,English Reading,175,73.71
2017-2018,39,Greene County,English:Reading,"White, not of Hispanic origin",Grade 8,SOL,English Reading,165,76.36
2017-2018,54,Louisa County,English:Reading,"Black, not of Hispanic origin",Grade 3,SOL,English Reading,57,50.88
2017-2018,54,Louisa County,English:Reading,"Black, not of Hispanic origin",Grade 4,SOL,English Reading,55,63.64
2017-2018,54,Louisa County,English:Reading,"Black, not of Hispanic origin",Grade 5,SOL,English Reading,59,71.19
2017-2018,54,Louisa County,English:Reading,"Black, not of Hispanic origin",Grade 6,SOL,English Reading,59,62.71
2017-2018,54,Louisa County,English:Reading,"Black, not of Hispanic origin",Grade 7,SOL,English Reading,55,60
2017-2018,54,Louisa County,English:Reading,"Black, not of Hispanic origin",Grade 8,SOL,English Reading,64,62.5
2017-2018,54,Louisa County,English:Reading,"White, not of Hispanic origin",Grade 3,SOL,English Reading,251,74.1
2017-2018,54,Louisa County,English:Reading,"White, not of Hispanic origin",Grade 4,SOL,English Reading,261,73.95
2017-2018,54,Louisa County,English:Reading,"White, not of Hispanic origin",Grade 5,SOL,English Reading,251,82.07
2017-2018,54,Louisa County,English:Reading,"White, not of Hispanic origin",Grade 6,SOL,English Reading,248,82.26
2017-2018,54,Louisa County,English:Reading,"White, not of Hispanic origin",Grade 7,SOL,English Reading,271,82.29
2017-2018,54,Louisa County,English:Reading,"White, not of Hispanic origin",Grade 8,SOL,English Reading,252,77.38
2017-2018,62,Nelson County,English:Reading,"Black, not of Hispanic origin",Grade 3,SOL,English Reading,18,<50
2017-2018,62,Nelson County,English:Reading,"Black, not of Hispanic origin",Grade 4,SOL,English Reading,19,52.63
2017-2018,62,Nelson County,English:Reading,"Black, not of Hispanic origin",Grade 5,SOL,English Reading,19,52.63
2017-2018,62,Nelson County,English:Reading,"Black, not of Hispanic origin",Grade 6,SOL,English Reading,17,52.94
2017-2018,62,Nelson County,English:Reading,"Black, not of Hispanic origin",Grade 7,SOL,English Reading,14,50
2017-2018,62,Nelson County,English:Reading,"Black, not of Hispanic origin",Grade 8,SOL,English Reading,16,<50
2017-2018,62,Nelson County,English:Reading,"White, not of Hispanic origin",Grade 3,SOL,English Reading,97,70.1
2017-2018,62,Nelson County,English:Reading,"White, not of Hispanic origin",Grade 4,SOL,English Reading,89,69.66
2017-2018,62,Nelson County,English:Reading,"White, not of Hispanic origin",Grade 5,SOL,English Reading,113,67.26
2017-2018,62,Nelson County,English:Reading,"White, not of Hispanic origin",Grade 6,SOL,English Reading,102,83.33
2017-2018,62,Nelson County,English:Reading,"White, not of Hispanic origin",Grade 7,SOL,English Reading,98,70.41
2017-2018,62,Nelson County,English:Reading,"White, not of Hispanic origin",Grade 8,SOL,English Reading,118,80.51
2018-2019,2,Albemarle County,English:Reading,"Black, not of Hispanic origin",Grade 3,SOL,English Reading,94,32.98
2018-2019,2,Albemarle County,English:Reading,"Black, not of Hispanic origin",Grade 4,SOL,English Reading,107,47.66
2018-2019,2,Albemarle County,English:Reading,"Black, not of Hispanic origin",Grade 5,SOL,English Reading,112,58.93
2018-2019,2,Albemarle County,English:Reading,"Black, not of Hispanic origin",Grade 6,SOL,English Reading,113,56.64
2018-2019,2,Albemarle County,English:Reading,"Black, not of Hispanic origin",Grade 7,SOL,English Reading,111,57.66
2018-2019,2,Albemarle County,English:Reading,"Black, not of Hispanic origin",Grade 8,SOL,English Reading,119,55.46
2018-2019,2,Albemarle County,English:Reading,"White, not of Hispanic origin",Grade 3,SOL,English Reading,673,79.64
2018-2019,2,Albemarle County,English:Reading,"White, not of Hispanic origin",Grade 4,SOL,English Reading,728,84.07
2018-2019,2,Albemarle County,English:Reading,"White, not of Hispanic origin",Grade 5,SOL,English Reading,672,86.31
2018-2019,2,Albemarle County,English:Reading,"White, not of Hispanic origin",Grade 6,SOL,English Reading,692,85.84
2018-2019,2,Albemarle County,English:Reading,"White, not of Hispanic origin",Grade 7,SOL,English Reading,629,89.35
2018-2019,2,Albemarle County,English:Reading,"White, not of Hispanic origin",Grade 8,SOL,English Reading,679,85.13
2018-2019,104,Charlottesville City,English:Reading,"Black, not of Hispanic origin",Grade 3,SOL,English Reading,108,44.44
2018-2019,104,Charlottesville City,English:Reading,"Black, not of Hispanic origin",Grade 4,SOL,English Reading,130,41.54
2018-2019,104,Charlottesville City,English:Reading,"Black, not of Hispanic origin",Grade 5,SOL,English Reading,135,29.63
2018-2019,104,Charlottesville City,English:Reading,"Black, not of Hispanic origin",Grade 6,SOL,English Reading,106,58.49
2018-2019,104,Charlottesville City,English:Reading,"Black, not of Hispanic origin",Grade 7,SOL,English Reading,80,52.5
2018-2019,104,Charlottesville City,English:Reading,"Black, not of Hispanic origin",Grade 8,SOL,English Reading,99,47.47
2018-2019,104,Charlottesville City,English:Reading,"White, not of Hispanic origin",Grade 3,SOL,English Reading,169,87.57
2018-2019,104,Charlottesville City,English:Reading,"White, not of Hispanic origin",Grade 4,SOL,English Reading,125,88.8
2018-2019,104,Charlottesville City,English:Reading,"White, not of Hispanic origin",Grade 5,SOL,English Reading,125,86.4
2018-2019,104,Charlottesville City,English:Reading,"White, not of Hispanic origin",Grade 6,SOL,English Reading,106,84.91
2018-2019,104,Charlottesville City,English:Reading,"White, not of Hispanic origin",Grade 7,SOL,English Reading,99,88.89
2018-2019,104,Charlottesville City,English:Reading,"White, not of Hispanic origin",Grade 8,SOL,English Reading,93,83.87
2018-2019,32,Fluvanna County,English:Reading,"Black, not of Hispanic origin",Grade 3,SOL,English Reading,38,44.74
2018-2019,32,Fluvanna County,English:Reading,"Black, not of Hispanic origin",Grade 4,SOL,English Reading,38,50
2018-2019,32,Fluvanna County,English:Reading,"Black, not of Hispanic origin",Grade 5,SOL,English Reading,38,47.37
2018-2019,32,Fluvanna County,English:Reading,"Black, not of Hispanic origin",Grade 6,SOL,English Reading,34,47.06
2018-2019,32,Fluvanna County,English:Reading,"Black, not of Hispanic origin",Grade 7,SOL,English Reading,46,56.52
2018-2019,32,Fluvanna County,English:Reading,"Black, not of Hispanic origin",Grade 8,SOL,English Reading,39,64.1
2018-2019,32,Fluvanna County,English:Reading,"White, not of Hispanic origin",Grade 3,SOL,English Reading,158,68.35
2018-2019,32,Fluvanna County,English:Reading,"White, not of Hispanic origin",Grade 4,SOL,English Reading,185,81.08
2018-2019,32,Fluvanna County,English:Reading,"White, not of Hispanic origin",Grade 5,SOL,English Reading,187,79.68
2018-2019,32,Fluvanna County,English:Reading,"White, not of Hispanic origin",Grade 6,SOL,English Reading,193,72.54
2018-2019,32,Fluvanna County,English:Reading,"White, not of Hispanic origin",Grade 7,SOL,English Reading,206,83.5
2018-2019,32,Fluvanna County,English:Reading,"White, not of Hispanic origin",Grade 8,SOL,English Reading,211,75.36
2018-2019,39,Greene County,English:Reading,"Black, not of Hispanic origin",Grade 3,SOL,English Reading,10,80
2018-2019,39,Greene County,English:Reading,"Black, not of Hispanic origin",Grade 4,SOL,English Reading,18,<50
2018-2019,39,Greene County,English:Reading,"Black, not of Hispanic origin",Grade 5,SOL,English Reading,16,56.25
2018-2019,39,Greene County,English:Reading,"Black, not of Hispanic origin",Grade 6,SOL,English Reading,12,66.67
2018-2019,39,Greene County,English:Reading,"Black, not of Hispanic origin",Grade 7,SOL,English Reading,16,68.75
2018-2019,39,Greene County,English:Reading,"Black, not of Hispanic origin",Grade 8,SOL,English Reading,19,57.89
2018-2019,39,Greene County,English:Reading,"White, not of Hispanic origin",Grade 3,SOL,English Reading,157,63.69
2018-2019,39,Greene County,English:Reading,"White, not of Hispanic origin",Grade 4,SOL,English Reading,178,69.66
2018-2019,39,Greene County,English:Reading,"White, not of Hispanic origin",Grade 5,SOL,English Reading,178,76.4
2018-2019,39,Greene County,English:Reading,"White, not of Hispanic origin",Grade 6,SOL,English Reading,186,67.74
2018-2019,39,Greene County,English:Reading,"White, not of Hispanic origin",Grade 7,SOL,English Reading,175,69.71
2018-2019,39,Greene County,English:Reading,"White, not of Hispanic origin",Grade 8,SOL,English Reading,171,70.18
2018-2019,54,Louisa County,English:Reading,"Black, not of Hispanic origin",Grade 3,SOL,English Reading,48,60.42
2018-2019,54,Louisa County,English:Reading,"Black, not of Hispanic origin",Grade 4,SOL,English Reading,58,58.62
2018-2019,54,Louisa County,English:Reading,"Black, not of Hispanic origin",Grade 5,SOL,English Reading,57,63.16
2018-2019,54,Louisa County,English:Reading,"Black, not of Hispanic origin",Grade 6,SOL,English Reading,61,73.77
2018-2019,54,Louisa County,English:Reading,"Black, not of Hispanic origin",Grade 7,SOL,English Reading,65,60
2018-2019,54,Louisa County,English:Reading,"Black, not of Hispanic origin",Grade 8,SOL,English Reading,57,56.14
2018-2019,54,Louisa County,English:Reading,"White, not of Hispanic origin",Grade 3,SOL,English Reading,261,75.1
2018-2019,54,Louisa County,English:Reading,"White, not of Hispanic origin",Grade 4,SOL,English Reading,259,83.4
2018-2019,54,Louisa County,English:Reading,"White, not of Hispanic origin",Grade 5,SOL,English Reading,271,76.38
2018-2019,54,Louisa County,English:Reading,"White, not of Hispanic origin",Grade 6,SOL,English Reading,257,84.82
2018-2019,54,Louisa County,English:Reading,"White, not of Hispanic origin",Grade 7,SOL,English Reading,246,74.39
2018-2019,54,Louisa County,English:Reading,"White, not of Hispanic origin",Grade 8,SOL,English Reading,271,77.12
2018-2019,62,Nelson County,English:Reading,"Black, not of Hispanic origin",Grade 3,SOL,English Reading,16,<50
2018-2019,62,Nelson County,English:Reading,"Black, not of Hispanic origin",Grade 4,SOL,English Reading,16,50
2018-2019,62,Nelson County,English:Reading,"Black, not of Hispanic origin",Grade 5,SOL,English Reading,18,72.22
2018-2019,62,Nelson County,English:Reading,"Black, not of Hispanic origin",Grade 6,SOL,English Reading,18,55.56
2018-2019,62,Nelson County,English:Reading,"Black, not of Hispanic origin",Grade 7,SOL,English Reading,18,66.67
2018-2019,62,Nelson County,English:Reading,"Black, not of Hispanic origin",Grade 8,SOL,English Reading,16,62.5
2018-2019,62,Nelson County,English:Reading,"White, not of Hispanic origin",Grade 3,SOL,English Reading,78,67.95
2018-2019,62,Nelson County,English:Reading,"White, not of Hispanic origin",Grade 4,SOL,English Reading,91,80.22
2018-2019,62,Nelson County,English:Reading,"White, not of Hispanic origin",Grade 5,SOL,English Reading,84,76.19
2018-2019,62,Nelson County,English:Reading,"White, not of Hispanic origin",Grade 6,SOL,English Reading,106,78.3
2018-2019,62,Nelson County,English:Reading,"White, not of Hispanic origin",Grade 7,SOL,English Reading,96,82.29
2018-2019,62,Nelson County,English:Reading,"White, not of Hispanic origin",Grade 8,SOL,English Reading,88,76.14
