fall_membership_statistics (1),,,,,,,,,,
School Year,Level,Division Number,Division Name,School Number,School Name,Race,Disadvantaged,Full Time Count (All Grades),Part Time Count (All Grades),Total Count
2016-2017,School,2,Albemarle County,20,Leslie H. Walton Middle,"Black, not of Hispanic origin",Y,14,,14
2016-2017,School,2,Albemarle County,20,Leslie H. Walton Middle,"White, not of Hispanic origin",Y,71,,71
2016-2017,School,2,Albemarle County,40,Mary Carr Greer Elementary,"Black, not of Hispanic origin",Y,183,,183
2016-2017,School,2,Albemarle County,40,Mary Carr Greer Elementary,"White, not of Hispanic origin",Y,85,,85
2016-2017,School,2,Albemarle County,250,Meriwether Lewis Elementary,"White, not of Hispanic origin",Y,31,,31
2016-2017,School,2,Albemarle County,1052,Monticello High,"Black, not of Hispanic origin",Y,69,,69
2016-2017,School,2,Albemarle County,1052,Monticello High,"White, not of Hispanic origin",Y,170,<,172
2016-2017,School,2,Albemarle County,1051,Mortimer Y. Sutherland Middle,"Black, not of Hispanic origin",Y,18,,18
2016-2017,School,2,Albemarle County,1051,Mortimer Y. Sutherland Middle,"White, not of Hispanic origin",Y,39,,39
2016-2017,School,2,Albemarle County,890,Murray High,"Black, not of Hispanic origin",Y,<,,<
2016-2017,School,2,Albemarle County,890,Murray High,"White, not of Hispanic origin",Y,14,<,15
2016-2017,School,2,Albemarle County,150,Paul H. Cale Elementary,"Black, not of Hispanic origin",Y,21,,21
2016-2017,School,2,Albemarle County,150,Paul H. Cale Elementary,"White, not of Hispanic origin",Y,49,,49
2016-2017,School,2,Albemarle County,540,Red Hill Elementary,"Black, not of Hispanic origin",Y,<,,<
2016-2017,School,2,Albemarle County,540,Red Hill Elementary,"White, not of Hispanic origin",Y,48,,48
2016-2017,School,2,Albemarle County,30,Scottsville Elementary,"Black, not of Hispanic origin",Y,<,,<
2016-2017,School,2,Albemarle County,30,Scottsville Elementary,"White, not of Hispanic origin",Y,66,,66
2016-2017,School,2,Albemarle County,920,Stone Robinson Elementary,"Black, not of Hispanic origin",Y,32,,32
2016-2017,School,2,Albemarle County,920,Stone Robinson Elementary,"White, not of Hispanic origin",Y,61,,61
2016-2017,School,2,Albemarle County,240,Stony Point Elementary,"Black, not of Hispanic origin",Y,25,,25
2016-2017,School,2,Albemarle County,240,Stony Point Elementary,"White, not of Hispanic origin",Y,15,,15
2016-2017,School,2,Albemarle County,910,Virginia L. Murray Elementary,"Black, not of Hispanic origin",Y,<,,<
2016-2017,School,2,Albemarle County,910,Virginia L. Murray Elementary,"White, not of Hispanic origin",Y,12,,12
2016-2017,School,2,Albemarle County,140,Western Albemarle High,"Black, not of Hispanic origin",Y,13,,13
2016-2017,School,2,Albemarle County,140,Western Albemarle High,"White, not of Hispanic origin",Y,57,<,58
2016-2017,School,2,Albemarle County,930,Woodbrook Elementary,"Black, not of Hispanic origin",Y,77,,77
2016-2017,School,2,Albemarle County,930,Woodbrook Elementary,"White, not of Hispanic origin",Y,22,,22
2016-2017,Division,2,Albemarle County,,,"Black, not of Hispanic origin",Y,973,,973
2016-2017,Division,2,Albemarle County,,,"White, not of Hispanic origin",Y,"1,314",<,"1,318"
2016-2017,School,104,Charlottesville City,100,Buford Middle,"Black, not of Hispanic origin",Y,155,,155
2016-2017,School,104,Charlottesville City,100,Buford Middle,"White, not of Hispanic origin",Y,35,,35
2016-2017,School,104,Charlottesville City,70,Burnley-Moran Elementary,"Black, not of Hispanic origin",Y,115,,115
2016-2017,School,104,Charlottesville City,70,Burnley-Moran Elementary,"White, not of Hispanic origin",Y,40,,40
2016-2017,School,104,Charlottesville City,140,Charlottesville High,"Black, not of Hispanic origin",Y,339,,339
2016-2017,School,104,Charlottesville City,140,Charlottesville High,"White, not of Hispanic origin",Y,98,,98
2016-2017,School,104,Charlottesville City,50,Clark Elementary,"Black, not of Hispanic origin",Y,157,,157
2016-2017,School,104,Charlottesville City,50,Clark Elementary,"White, not of Hispanic origin",Y,36,,36
2016-2017,School,104,Charlottesville City,90,Greenbrier Elementary,"Black, not of Hispanic origin",Y,56,,56
2016-2017,School,104,Charlottesville City,90,Greenbrier Elementary,"White, not of Hispanic origin",Y,26,,26
2016-2017,School,104,Charlottesville City,120,Jackson-Via Elementary,"Black, not of Hispanic origin",Y,158,,158
2016-2017,School,104,Charlottesville City,120,Jackson-Via Elementary,"White, not of Hispanic origin",Y,20,,20
2016-2017,School,104,Charlottesville City,10,Johnson Elementary,"Black, not of Hispanic origin",Y,153,,153
2016-2017,School,104,Charlottesville City,10,Johnson Elementary,"White, not of Hispanic origin",Y,22,,22
2016-2017,School,104,Charlottesville City,40,Venable Elementary,"Black, not of Hispanic origin",Y,70,,70
2016-2017,School,104,Charlottesville City,40,Venable Elementary,"White, not of Hispanic origin",Y,31,,31
2016-2017,School,104,Charlottesville City,110,Walker Upper Elementary,"Black, not of Hispanic origin",Y,192,,192
2016-2017,School,104,Charlottesville City,110,Walker Upper Elementary,"White, not of Hispanic origin",Y,47,<,48
2016-2017,Division,104,Charlottesville City,,,"Black, not of Hispanic origin",Y,"1,395",,"1,395"
2016-2017,Division,104,Charlottesville City,,,"White, not of Hispanic origin",Y,355,<,356
2016-2017,School,32,Fluvanna County,300,Carysbrook Elementary,"Black, not of Hispanic origin",Y,44,,44
2016-2017,School,32,Fluvanna County,300,Carysbrook Elementary,"White, not of Hispanic origin",Y,96,,96
2016-2017,School,32,Fluvanna County,310,Central Elementary,"Black, not of Hispanic origin",Y,40,,40
2016-2017,School,32,Fluvanna County,310,Central Elementary,"White, not of Hispanic origin",Y,88,,88
2016-2017,School,32,Fluvanna County,260,Fluvanna County High,"Black, not of Hispanic origin",Y,115,,115
2016-2017,School,32,Fluvanna County,260,Fluvanna County High,"White, not of Hispanic origin",Y,195,,195
2016-2017,School,32,Fluvanna County,320,Fluvanna Middle,"Black, not of Hispanic origin",Y,85,,85
2016-2017,School,32,Fluvanna County,320,Fluvanna Middle,"White, not of Hispanic origin",Y,167,,167
2016-2017,School,32,Fluvanna County,330,West Central Primary,"Black, not of Hispanic origin",Y,24,,24
2016-2017,School,32,Fluvanna County,330,West Central Primary,"White, not of Hispanic origin",Y,51,,51
2016-2017,Division,32,Fluvanna County,,,"Black, not of Hispanic origin",Y,308,,308
2016-2017,Division,32,Fluvanna County,,,"White, not of Hispanic origin",Y,597,,597
2016-2017,School,39,Greene County,20,Nathanael Greene Elementary,"Black, not of Hispanic origin",Y,18,,18
2016-2017,School,39,Greene County,20,Nathanael Greene Elementary,"White, not of Hispanic origin",Y,171,,171
2016-2017,School,39,Greene County,10,Nathanael Greene Primary,"Black, not of Hispanic origin",Y,12,,12
2016-2017,School,39,Greene County,10,Nathanael Greene Primary,"White, not of Hispanic origin",Y,151,,151
2016-2017,School,39,Greene County,30,Ruckersville Elementary,"Black, not of Hispanic origin",Y,45,,45
2016-2017,School,39,Greene County,30,Ruckersville Elementary,"White, not of Hispanic origin",Y,109,,109
2016-2017,School,39,Greene County,72,William Monroe High,"Black, not of Hispanic origin",Y,51,,51
2016-2017,School,39,Greene County,72,William Monroe High,"White, not of Hispanic origin",Y,207,,207
2016-2017,School,39,Greene County,71,William Monroe Middle,"Black, not of Hispanic origin",Y,38,,38
2016-2017,School,39,Greene County,71,William Monroe Middle,"White, not of Hispanic origin",Y,207,,207
2016-2017,Division,39,Greene County,,,"Black, not of Hispanic origin",Y,164,,164
2016-2017,Division,39,Greene County,,,"White, not of Hispanic origin",Y,845,,845
2016-2017,School,54,Louisa County,660,Jouett Elementary,"Black, not of Hispanic origin",Y,37,,37
2016-2017,School,54,Louisa County,660,Jouett Elementary,"White, not of Hispanic origin",Y,177,,177
2016-2017,School,54,Louisa County,602,Louisa County High,"Black, not of Hispanic origin",Y,157,,157
2016-2017,School,54,Louisa County,602,Louisa County High,"White, not of Hispanic origin",Y,318,,318
2016-2017,School,54,Louisa County,601,Louisa County Middle,"Black, not of Hispanic origin",Y,124,,124
2016-2017,School,54,Louisa County,601,Louisa County Middle,"White, not of Hispanic origin",Y,271,,271
2016-2017,School,54,Louisa County,80,Moss-Nuckols Elementary,"Black, not of Hispanic origin",Y,61,,61
2016-2017,School,54,Louisa County,80,Moss-Nuckols Elementary,"White, not of Hispanic origin",Y,99,,99
2016-2017,School,54,Louisa County,610,Thomas Jefferson Elementary,"Black, not of Hispanic origin",Y,87,,87
2016-2017,School,54,Louisa County,610,Thomas Jefferson Elementary,"White, not of Hispanic origin",Y,215,,215
2016-2017,School,54,Louisa County,641,Trevilians Elementary,"Black, not of Hispanic origin",Y,45,,45
2016-2017,School,54,Louisa County,641,Trevilians Elementary,"White, not of Hispanic origin",Y,148,,148
2016-2017,Division,54,Louisa County,,,"Black, not of Hispanic origin",Y,511,,511
2016-2017,Division,54,Louisa County,,,"White, not of Hispanic origin",Y,"1,228",,"1,228"
2016-2017,School,62,Nelson County,710,Nelson County High,"Black, not of Hispanic origin",Y,64,,64
2016-2017,School,62,Nelson County,710,Nelson County High,"White, not of Hispanic origin",Y,210,,210
2016-2017,School,62,Nelson County,730,Nelson Middle,"Black, not of Hispanic origin",Y,36,,36
2016-2017,School,62,Nelson County,730,Nelson Middle,"White, not of Hispanic origin",Y,145,,145
2016-2017,School,62,Nelson County,10,Rockfish River Elementary,"Black, not of Hispanic origin",Y,15,,15
2016-2017,School,62,Nelson County,10,Rockfish River Elementary,"White, not of Hispanic origin",Y,129,,129
2016-2017,School,62,Nelson County,20,Tye River Elementary,"Black, not of Hispanic origin",Y,69,,69
2016-2017,School,62,Nelson County,20,Tye River Elementary,"White, not of Hispanic origin",Y,167,,167
2016-2017,Division,62,Nelson County,,,"Black, not of Hispanic origin",Y,184,,184
2016-2017,Division,62,Nelson County,,,"White, not of Hispanic origin",Y,651,,651
2017-2018,School,2,Albemarle County,160,Agnor-Hurt Elementary,"Black, not of Hispanic origin",Y,87,,87
2017-2018,School,2,Albemarle County,160,Agnor-Hurt Elementary,"White, not of Hispanic origin",Y,44,,44
2017-2018,School,2,Albemarle County,1060,Albemarle County Community Public Charter,"Black, not of Hispanic origin",Y,<,,<
2017-2018,School,2,Albemarle County,1060,Albemarle County Community Public Charter,"White, not of Hispanic origin",Y,<,,<
2017-2018,School,2,Albemarle County,880,Albemarle High,"Black, not of Hispanic origin",Y,183,,183
2017-2018,School,2,Albemarle County,880,Albemarle High,"White, not of Hispanic origin",Y,139,,139
2017-2018,School,2,Albemarle County,1053,Baker-Butler Elem,"Black, not of Hispanic origin",Y,23,,23
2017-2018,School,2,Albemarle County,1053,Baker-Butler Elem,"White, not of Hispanic origin",Y,66,,66
2017-2018,School,2,Albemarle County,100,Broadus Wood Elementary,"Black, not of Hispanic origin",Y,<,,<
2017-2018,School,2,Albemarle County,100,Broadus Wood Elementary,"White, not of Hispanic origin",Y,37,,37
2017-2018,School,2,Albemarle County,941,Brownsville Elementary,"Black, not of Hispanic origin",Y,12,,12
2017-2018,School,2,Albemarle County,941,Brownsville Elementary,"White, not of Hispanic origin",Y,49,,49
2017-2018,School,2,Albemarle County,340,Crozet Elementary,"Black, not of Hispanic origin",Y,<,,<
2017-2018,School,2,Albemarle County,340,Crozet Elementary,"White, not of Hispanic origin",Y,68,,68
2017-2018,School,2,Albemarle County,10,Hollymead Elementary,"Black, not of Hispanic origin",Y,<,,<
2017-2018,School,2,Albemarle County,10,Hollymead Elementary,"White, not of Hispanic origin",Y,32,,32
2017-2018,School,2,Albemarle County,950,Jack Jouett Middle,"Black, not of Hispanic origin",Y,82,,82
2017-2018,School,2,Albemarle County,950,Jack Jouett Middle,"White, not of Hispanic origin",Y,58,,58
2017-2018,School,2,Albemarle County,69,Jackson P. Burley Middle,"Black, not of Hispanic origin",Y,74,,74
2017-2018,School,2,Albemarle County,69,Jackson P. Burley Middle,"White, not of Hispanic origin",Y,53,,53
2017-2018,School,2,Albemarle County,942,Joseph T. Henley Middle,"Black, not of Hispanic origin",Y,<,,<
2017-2018,School,2,Albemarle County,942,Joseph T. Henley Middle,"White, not of Hispanic origin",Y,71,,71
2017-2018,School,2,Albemarle County,20,Leslie H. Walton Middle,"Black, not of Hispanic origin",Y,18,,18
2017-2018,School,2,Albemarle County,20,Leslie H. Walton Middle,"White, not of Hispanic origin",Y,84,,84
2017-2018,School,2,Albemarle County,40,Mary Carr Greer Elementary,"Black, not of Hispanic origin",Y,178,,178
2017-2018,School,2,Albemarle County,40,Mary Carr Greer Elementary,"White, not of Hispanic origin",Y,71,,71
2017-2018,School,2,Albemarle County,250,Meriwether Lewis Elementary,"Black, not of Hispanic origin",Y,<,,<
2017-2018,School,2,Albemarle County,250,Meriwether Lewis Elementary,"White, not of Hispanic origin",Y,37,,37
2017-2018,School,2,Albemarle County,1052,Monticello High,"Black, not of Hispanic origin",Y,75,,75
2017-2018,School,2,Albemarle County,1052,Monticello High,"White, not of Hispanic origin",Y,151,,151
2017-2018,School,2,Albemarle County,1051,Mortimer Y. Sutherland Middle,"Black, not of Hispanic origin",Y,21,,21
2017-2018,School,2,Albemarle County,1051,Mortimer Y. Sutherland Middle,"White, not of Hispanic origin",Y,41,,41
2017-2018,School,2,Albemarle County,890,Murray High,"Black, not of Hispanic origin",Y,<,,<
2017-2018,School,2,Albemarle County,890,Murray High,"White, not of Hispanic origin",Y,18,,18
2017-2018,School,2,Albemarle County,150,Paul H. Cale Elementary,"Black, not of Hispanic origin",Y,18,,18
2017-2018,School,2,Albemarle County,150,Paul H. Cale Elementary,"White, not of Hispanic origin",Y,59,,59
2017-2018,School,2,Albemarle County,540,Red Hill Elementary,"Black, not of Hispanic origin",Y,<,,<
2017-2018,School,2,Albemarle County,540,Red Hill Elementary,"White, not of Hispanic origin",Y,70,,70
2017-2018,School,2,Albemarle County,30,Scottsville Elementary,"Black, not of Hispanic origin",Y,16,,16
2017-2018,School,2,Albemarle County,30,Scottsville Elementary,"White, not of Hispanic origin",Y,83,,83
2017-2018,School,2,Albemarle County,920,Stone Robinson Elementary,"Black, not of Hispanic origin",Y,31,,31
2017-2018,School,2,Albemarle County,920,Stone Robinson Elementary,"White, not of Hispanic origin",Y,63,,63
2017-2018,School,2,Albemarle County,240,Stony Point Elementary,"Black, not of Hispanic origin",Y,24,,24
2017-2018,School,2,Albemarle County,240,Stony Point Elementary,"White, not of Hispanic origin",Y,30,,30
2017-2018,School,2,Albemarle County,910,Virginia L. Murray Elementary,"Black, not of Hispanic origin",Y,<,,<
2017-2018,School,2,Albemarle County,910,Virginia L. Murray Elementary,"White, not of Hispanic origin",Y,<,,<
2017-2018,School,2,Albemarle County,140,Western Albemarle High,"Black, not of Hispanic origin",Y,<,,<
2017-2018,School,2,Albemarle County,140,Western Albemarle High,"White, not of Hispanic origin",Y,84,,84
2017-2018,School,2,Albemarle County,930,Woodbrook Elementary,"Black, not of Hispanic origin",Y,69,,69
2017-2018,School,2,Albemarle County,930,Woodbrook Elementary,"White, not of Hispanic origin",Y,26,,26
2017-2018,Division,2,Albemarle County,,,"Black, not of Hispanic origin",Y,958,,958
2017-2018,Division,2,Albemarle County,,,"White, not of Hispanic origin",Y,"1,446",,"1,446"
2017-2018,School,104,Charlottesville City,100,Buford Middle,"Black, not of Hispanic origin",Y,172,,172
2017-2018,School,104,Charlottesville City,100,Buford Middle,"White, not of Hispanic origin",Y,44,,44
2017-2018,School,104,Charlottesville City,70,Burnley-Moran Elementary,"Black, not of Hispanic origin",Y,94,,94
2017-2018,School,104,Charlottesville City,70,Burnley-Moran Elementary,"White, not of Hispanic origin",Y,49,,49
2017-2018,School,104,Charlottesville City,140,Charlottesville High,"Black, not of Hispanic origin",Y,315,,315
2017-2018,School,104,Charlottesville City,140,Charlottesville High,"White, not of Hispanic origin",Y,109,,109
2017-2018,School,104,Charlottesville City,50,Clark Elementary,"Black, not of Hispanic origin",Y,135,,135
2017-2018,School,104,Charlottesville City,50,Clark Elementary,"White, not of Hispanic origin",Y,44,,44
2017-2018,School,104,Charlottesville City,90,Greenbrier Elementary,"Black, not of Hispanic origin",Y,57,,57
2017-2018,School,104,Charlottesville City,90,Greenbrier Elementary,"White, not of Hispanic origin",Y,26,,26
2017-2018,School,104,Charlottesville City,120,Jackson-Via Elementary,"Black, not of Hispanic origin",Y,157,,157
2017-2018,School,104,Charlottesville City,120,Jackson-Via Elementary,"White, not of Hispanic origin",Y,24,,24
2017-2018,School,104,Charlottesville City,10,Johnson Elementary,"Black, not of Hispanic origin",Y,129,,129
2017-2018,School,104,Charlottesville City,10,Johnson Elementary,"White, not of Hispanic origin",Y,20,,20
2017-2018,School,104,Charlottesville City,40,Venable Elementary,"Black, not of Hispanic origin",Y,75,,75
2017-2018,School,104,Charlottesville City,40,Venable Elementary,"White, not of Hispanic origin",Y,27,,27
2017-2018,School,104,Charlottesville City,110,Walker Upper Elementary,"Black, not of Hispanic origin",Y,202,,202
2017-2018,School,104,Charlottesville City,110,Walker Upper Elementary,"White, not of Hispanic origin",Y,69,<,70
2017-2018,Division,104,Charlottesville City,,,"Black, not of Hispanic origin",Y,"1,336",,"1,336"
2017-2018,Division,104,Charlottesville City,,,"White, not of Hispanic origin",Y,412,<,413
2017-2018,School,32,Fluvanna County,300,Carysbrook Elementary,"Black, not of Hispanic origin",Y,43,,43
2017-2018,School,32,Fluvanna County,300,Carysbrook Elementary,"White, not of Hispanic origin",Y,113,,113
2017-2018,School,32,Fluvanna County,310,Central Elementary,"Black, not of Hispanic origin",Y,46,,46
2017-2018,School,32,Fluvanna County,310,Central Elementary,"White, not of Hispanic origin",Y,101,,101
2017-2018,School,32,Fluvanna County,260,Fluvanna County High,"Black, not of Hispanic origin",Y,125,,125
2017-2018,School,32,Fluvanna County,260,Fluvanna County High,"White, not of Hispanic origin",Y,259,,259
2017-2018,School,32,Fluvanna County,320,Fluvanna Middle,"Black, not of Hispanic origin",Y,78,,78
2017-2018,School,32,Fluvanna County,320,Fluvanna Middle,"White, not of Hispanic origin",Y,170,,170
2017-2018,School,32,Fluvanna County,330,West Central Primary,"Black, not of Hispanic origin",Y,24,,24
2017-2018,School,32,Fluvanna County,330,West Central Primary,"White, not of Hispanic origin",Y,73,,73
2017-2018,Division,32,Fluvanna County,,,"Black, not of Hispanic origin",Y,316,,316
2017-2018,Division,32,Fluvanna County,,,"White, not of Hispanic origin",Y,716,,716
2017-2018,School,39,Greene County,20,Nathanael Greene Elementary,"Black, not of Hispanic origin",Y,19,,19
2017-2018,School,39,Greene County,20,Nathanael Greene Elementary,"White, not of Hispanic origin",Y,155,,155
2017-2018,School,39,Greene County,10,Nathanael Greene Primary,"Black, not of Hispanic origin",Y,22,,22
2017-2018,School,39,Greene County,10,Nathanael Greene Primary,"White, not of Hispanic origin",Y,139,,139
2017-2018,School,39,Greene County,30,Ruckersville Elementary,"Black, not of Hispanic origin",Y,36,,36
2017-2018,School,39,Greene County,30,Ruckersville Elementary,"White, not of Hispanic origin",Y,97,,97
2017-2018,School,39,Greene County,72,William Monroe High,"Black, not of Hispanic origin",Y,37,,37
2017-2018,School,39,Greene County,72,William Monroe High,"White, not of Hispanic origin",Y,192,,192
2017-2018,School,39,Greene County,71,William Monroe Middle,"Black, not of Hispanic origin",Y,38,,38
2017-2018,School,39,Greene County,71,William Monroe Middle,"White, not of Hispanic origin",Y,193,,193
2017-2018,Division,39,Greene County,,,"Black, not of Hispanic origin",Y,152,,152
2017-2018,Division,39,Greene County,,,"White, not of Hispanic origin",Y,776,,776
2017-2018,School,54,Louisa County,660,Jouett Elementary,"Black, not of Hispanic origin",Y,33,,33
2017-2018,School,54,Louisa County,660,Jouett Elementary,"White, not of Hispanic origin",Y,197,,197
2017-2018,School,54,Louisa County,602,Louisa County High,"Black, not of Hispanic origin",Y,160,,160
2017-2018,School,54,Louisa County,602,Louisa County High,"White, not of Hispanic origin",Y,344,,344
2017-2018,School,54,Louisa County,601,Louisa County Middle,"Black, not of Hispanic origin",Y,140,,140
2017-2018,School,54,Louisa County,601,Louisa County Middle,"White, not of Hispanic origin",Y,285,,285
2017-2018,School,54,Louisa County,80,Moss-Nuckols Elementary,"Black, not of Hispanic origin",Y,72,,72
2017-2018,School,54,Louisa County,80,Moss-Nuckols Elementary,"White, not of Hispanic origin",Y,106,,106
2017-2018,School,54,Louisa County,610,Thomas Jefferson Elementary,"Black, not of Hispanic origin",Y,94,,94
2017-2018,School,54,Louisa County,610,Thomas Jefferson Elementary,"White, not of Hispanic origin",Y,197,,197
2017-2018,School,54,Louisa County,641,Trevilians Elementary,"Black, not of Hispanic origin",Y,45,,45
2017-2018,School,54,Louisa County,641,Trevilians Elementary,"White, not of Hispanic origin",Y,142,,142
2017-2018,Division,54,Louisa County,,,"Black, not of Hispanic origin",Y,544,,544
2017-2018,Division,54,Louisa County,,,"White, not of Hispanic origin",Y,"1,271",,"1,271"
2017-2018,School,62,Nelson County,710,Nelson County High,"Black, not of Hispanic origin",Y,58,,58
2017-2018,School,62,Nelson County,710,Nelson County High,"White, not of Hispanic origin",Y,212,,212
2017-2018,School,62,Nelson County,730,Nelson Middle,"Black, not of Hispanic origin",Y,38,,38
2017-2018,School,62,Nelson County,730,Nelson Middle,"White, not of Hispanic origin",Y,147,,147
2017-2018,School,62,Nelson County,10,Rockfish River Elementary,"Black, not of Hispanic origin",Y,20,,20
2017-2018,School,62,Nelson County,10,Rockfish River Elementary,"White, not of Hispanic origin",Y,126,,126
2017-2018,School,62,Nelson County,20,Tye River Elementary,"Black, not of Hispanic origin",Y,73,,73
2017-2018,School,62,Nelson County,20,Tye River Elementary,"White, not of Hispanic origin",Y,165,,165
2017-2018,Division,62,Nelson County,,,"Black, not of Hispanic origin",Y,189,,189
2017-2018,Division,62,Nelson County,,,"White, not of Hispanic origin",Y,650,,650
2018-2019,School,2,Albemarle County,160,Agnor-Hurt Elementary,"Black, not of Hispanic origin",Y,89,,89
2018-2019,School,2,Albemarle County,160,Agnor-Hurt Elementary,"White, not of Hispanic origin",Y,35,,35
2018-2019,School,2,Albemarle County,1060,Albemarle County Community Public Charter,"Black, not of Hispanic origin",Y,<,,<
2018-2019,School,2,Albemarle County,1060,Albemarle County Community Public Charter,"White, not of Hispanic origin",Y,<,,<
2018-2019,School,2,Albemarle County,880,Albemarle High,"Black, not of Hispanic origin",Y,163,,163
2018-2019,School,2,Albemarle County,880,Albemarle High,"White, not of Hispanic origin",Y,128,<,130
2018-2019,School,2,Albemarle County,1053,Baker-Butler Elem,"Black, not of Hispanic origin",Y,20,,20
2018-2019,School,2,Albemarle County,1053,Baker-Butler Elem,"White, not of Hispanic origin",Y,62,,62
2018-2019,School,2,Albemarle County,100,Broadus Wood Elementary,"Black, not of Hispanic origin",Y,<,,<
2018-2019,School,2,Albemarle County,100,Broadus Wood Elementary,"White, not of Hispanic origin",Y,31,,31
2018-2019,School,2,Albemarle County,941,Brownsville Elementary,"Black, not of Hispanic origin",Y,13,,13
2018-2019,School,2,Albemarle County,941,Brownsville Elementary,"White, not of Hispanic origin",Y,47,,47
2018-2019,School,2,Albemarle County,340,Crozet Elementary,"Black, not of Hispanic origin",Y,<,,<
2018-2019,School,2,Albemarle County,340,Crozet Elementary,"White, not of Hispanic origin",Y,61,,61
2018-2019,School,2,Albemarle County,10,Hollymead Elementary,"Black, not of Hispanic origin",Y,<,,<
2018-2019,School,2,Albemarle County,10,Hollymead Elementary,"White, not of Hispanic origin",Y,25,,25
2018-2019,School,2,Albemarle County,950,Jack Jouett Middle,"Black, not of Hispanic origin",Y,109,,109
2018-2019,School,2,Albemarle County,950,Jack Jouett Middle,"White, not of Hispanic origin",Y,64,,64
2018-2019,School,2,Albemarle County,69,Jackson P. Burley Middle,"Black, not of Hispanic origin",Y,67,,67
2018-2019,School,2,Albemarle County,69,Jackson P. Burley Middle,"White, not of Hispanic origin",Y,51,,51
2018-2019,School,2,Albemarle County,942,Joseph T. Henley Middle,"Black, not of Hispanic origin",Y,<,,<
2018-2019,School,2,Albemarle County,942,Joseph T. Henley Middle,"White, not of Hispanic origin",Y,86,,86
2018-2019,School,2,Albemarle County,20,Leslie H. Walton Middle,"Black, not of Hispanic origin",Y,16,,16
2018-2019,School,2,Albemarle County,20,Leslie H. Walton Middle,"White, not of Hispanic origin",Y,85,,85
2018-2019,School,2,Albemarle County,40,Mary Carr Greer Elementary,"Black, not of Hispanic origin",Y,151,,151
2018-2019,School,2,Albemarle County,40,Mary Carr Greer Elementary,"White, not of Hispanic origin",Y,60,,60
2018-2019,School,2,Albemarle County,250,Meriwether Lewis Elementary,"White, not of Hispanic origin",Y,29,,29
2018-2019,School,2,Albemarle County,1052,Monticello High,"Black, not of Hispanic origin",Y,62,,62
2018-2019,School,2,Albemarle County,1052,Monticello High,"White, not of Hispanic origin",Y,148,,148
2018-2019,School,2,Albemarle County,1051,Mortimer Y. Sutherland Middle,"Black, not of Hispanic origin",Y,19,,19
2018-2019,School,2,Albemarle County,1051,Mortimer Y. Sutherland Middle,"White, not of Hispanic origin",Y,42,,42
2018-2019,School,2,Albemarle County,890,Murray High,"Black, not of Hispanic origin",Y,<,,<
2018-2019,School,2,Albemarle County,890,Murray High,"White, not of Hispanic origin",Y,20,,20
2018-2019,School,2,Albemarle County,150,Paul H. Cale Elementary,"Black, not of Hispanic origin",Y,23,,23
2018-2019,School,2,Albemarle County,150,Paul H. Cale Elementary,"White, not of Hispanic origin",Y,57,,57
2018-2019,School,2,Albemarle County,540,Red Hill Elementary,"Black, not of Hispanic origin",Y,<,,<
2018-2019,School,2,Albemarle County,540,Red Hill Elementary,"White, not of Hispanic origin",Y,62,,62
2018-2019,School,2,Albemarle County,30,Scottsville Elementary,"Black, not of Hispanic origin",Y,18,,18
2018-2019,School,2,Albemarle County,30,Scottsville Elementary,"White, not of Hispanic origin",Y,74,,74
2018-2019,School,2,Albemarle County,920,Stone Robinson Elementary,"Black, not of Hispanic origin",Y,32,,32
2018-2019,School,2,Albemarle County,920,Stone Robinson Elementary,"White, not of Hispanic origin",Y,56,,56
2018-2019,School,2,Albemarle County,240,Stony Point Elementary,"Black, not of Hispanic origin",Y,19,,19
2018-2019,School,2,Albemarle County,240,Stony Point Elementary,"White, not of Hispanic origin",Y,23,,23
2018-2019,School,2,Albemarle County,910,Virginia L. Murray Elementary,"Black, not of Hispanic origin",Y,<,,<
2018-2019,School,2,Albemarle County,910,Virginia L. Murray Elementary,"White, not of Hispanic origin",Y,<,,<
2018-2019,School,2,Albemarle County,140,Western Albemarle High,"Black, not of Hispanic origin",Y,<,,<
2018-2019,School,2,Albemarle County,140,Western Albemarle High,"White, not of Hispanic origin",Y,86,,86
2018-2019,School,2,Albemarle County,930,Woodbrook Elementary,"Black, not of Hispanic origin",Y,123,,123
2018-2019,School,2,Albemarle County,930,Woodbrook Elementary,"White, not of Hispanic origin",Y,41,,41
2018-2019,Division,2,Albemarle County,,,"Black, not of Hispanic origin",Y,967,,967
2018-2019,Division,2,Albemarle County,,,"White, not of Hispanic origin",Y,"1,386",<,"1,388"
2018-2019,School,104,Charlottesville City,100,Buford Middle,"Black, not of Hispanic origin",Y,139,,139
2018-2019,School,104,Charlottesville City,100,Buford Middle,"White, not of Hispanic origin",Y,39,,39
2018-2019,School,104,Charlottesville City,70,Burnley-Moran Elementary,"Black, not of Hispanic origin",Y,90,,90
2018-2019,School,104,Charlottesville City,70,Burnley-Moran Elementary,"White, not of Hispanic origin",Y,31,,31
2018-2019,School,104,Charlottesville City,140,Charlottesville High,"Black, not of Hispanic origin",Y,241,<,242
2018-2019,School,104,Charlottesville City,140,Charlottesville High,"White, not of Hispanic origin",Y,75,,75
2018-2019,School,104,Charlottesville City,50,Clark Elementary,"Black, not of Hispanic origin",Y,84,,84
2018-2019,School,104,Charlottesville City,50,Clark Elementary,"White, not of Hispanic origin",Y,33,,33
