School Year,Level,Division Number,Division Name,School Number,School Name,Race,Disabled,Disability Type,Full Time Count (All Grades),Part Time Count (All Grades),Total Count
2016-2017,Division,2,Albemarle County,,,"White, not of Hispanic origin",Y,Autism,144,,144
2016-2017,Division,2,Albemarle County,,,"White, not of Hispanic origin",Y,Speech or Language Impairments,118,,118
2016-2017,Division,2,Albemarle County,,,"White, not of Hispanic origin",Y,Specific Learning Disabilities,257,<,258
2016-2017,Division,2,Albemarle County,,,"White, not of Hispanic origin",Y,Other Health Impairments,206,<,207
2016-2017,Division,2,Albemarle County,,,"White, not of Hispanic origin",Y,Orthopedic Impairments,<,,<
2016-2017,Division,2,Albemarle County,,,"White, not of Hispanic origin",Y,Visual Impairments,<,,<
2016-2017,Division,2,Albemarle County,,,"White, not of Hispanic origin",Y,Intellectual Disabilities,28,,28
2016-2017,Division,2,Albemarle County,,,"White, not of Hispanic origin",Y,Hearing Impairments,<,,<
2016-2017,Division,2,Albemarle County,,,"White, not of Hispanic origin",Y,Emotional Disturbance,75,,75
2016-2017,Division,2,Albemarle County,,,"White, not of Hispanic origin",Y,Developmental Delay,37,,37
2016-2017,Division,2,Albemarle County,,,"White, not of Hispanic origin",Y,Multiple Disabilities,15,,15
2016-2017,School,104,Charlottesville City,100,Buford Middle,"Black, not of Hispanic origin",Y,Speech or Language Impairments,<,,<
2016-2017,School,104,Charlottesville City,100,Buford Middle,"Black, not of Hispanic origin",Y,Autism,<,,<
2016-2017,School,104,Charlottesville City,100,Buford Middle,"Black, not of Hispanic origin",Y,Emotional Disturbance,<,,<
2016-2017,School,104,Charlottesville City,100,Buford Middle,"Black, not of Hispanic origin",Y,Intellectual Disabilities,<,,<
2016-2017,School,104,Charlottesville City,100,Buford Middle,"Black, not of Hispanic origin",Y,Other Health Impairments,<,,<
2016-2017,School,104,Charlottesville City,100,Buford Middle,"Black, not of Hispanic origin",Y,Specific Learning Disabilities,25,,25
2016-2017,School,104,Charlottesville City,100,Buford Middle,"Black, not of Hispanic origin",Y,Traumatic Brain Injured,<,,<
2016-2017,School,104,Charlottesville City,100,Buford Middle,"White, not of Hispanic origin",Y,Speech or Language Impairments,<,,<
2016-2017,School,104,Charlottesville City,100,Buford Middle,"White, not of Hispanic origin",Y,Autism,<,,<
2016-2017,School,104,Charlottesville City,100,Buford Middle,"White, not of Hispanic origin",Y,Emotional Disturbance,<,,<
2016-2017,School,104,Charlottesville City,100,Buford Middle,"White, not of Hispanic origin",Y,Multiple Disabilities,<,,<
2016-2017,School,104,Charlottesville City,100,Buford Middle,"White, not of Hispanic origin",Y,Other Health Impairments,<,,<
2016-2017,School,104,Charlottesville City,100,Buford Middle,"White, not of Hispanic origin",Y,Specific Learning Disabilities,<,,<
2016-2017,School,104,Charlottesville City,70,Burnley-Moran Elementary,"Black, not of Hispanic origin",Y,Emotional Disturbance,<,,<
2016-2017,School,104,Charlottesville City,70,Burnley-Moran Elementary,"Black, not of Hispanic origin",Y,Speech or Language Impairments,<,,<
2016-2017,School,104,Charlottesville City,70,Burnley-Moran Elementary,"Black, not of Hispanic origin",Y,Specific Learning Disabilities,<,,<
2016-2017,School,104,Charlottesville City,70,Burnley-Moran Elementary,"Black, not of Hispanic origin",Y,Other Health Impairments,<,,<
2016-2017,School,104,Charlottesville City,70,Burnley-Moran Elementary,"Black, not of Hispanic origin",Y,Developmental Delay,<,,<
2016-2017,School,104,Charlottesville City,70,Burnley-Moran Elementary,"Black, not of Hispanic origin",Y,Autism,<,,<
2016-2017,School,104,Charlottesville City,70,Burnley-Moran Elementary,"White, not of Hispanic origin",Y,Emotional Disturbance,<,,<
2016-2017,School,104,Charlottesville City,70,Burnley-Moran Elementary,"White, not of Hispanic origin",Y,Intellectual Disabilities,<,,<
2016-2017,School,104,Charlottesville City,70,Burnley-Moran Elementary,"White, not of Hispanic origin",Y,Other Health Impairments,<,,<
2016-2017,School,104,Charlottesville City,70,Burnley-Moran Elementary,"White, not of Hispanic origin",Y,Autism,<,,<
2016-2017,School,104,Charlottesville City,70,Burnley-Moran Elementary,"White, not of Hispanic origin",Y,Specific Learning Disabilities,<,,<
2016-2017,School,104,Charlottesville City,70,Burnley-Moran Elementary,"White, not of Hispanic origin",Y,Speech or Language Impairments,<,,<
2016-2017,School,104,Charlottesville City,140,Charlottesville High,"Black, not of Hispanic origin",Y,Autism,<,,<
2016-2017,School,104,Charlottesville City,140,Charlottesville High,"Black, not of Hispanic origin",Y,Emotional Disturbance,15,,15
2016-2017,School,104,Charlottesville City,140,Charlottesville High,"Black, not of Hispanic origin",Y,Intellectual Disabilities,<,,<
2016-2017,School,104,Charlottesville City,140,Charlottesville High,"Black, not of Hispanic origin",Y,Multiple Disabilities,<,,<
2016-2017,School,104,Charlottesville City,140,Charlottesville High,"Black, not of Hispanic origin",Y,Other Health Impairments,20,,20
2016-2017,School,104,Charlottesville City,140,Charlottesville High,"Black, not of Hispanic origin",Y,Specific Learning Disabilities,39,,39
2016-2017,School,104,Charlottesville City,140,Charlottesville High,"Black, not of Hispanic origin",Y,Speech or Language Impairments,<,,<
2016-2017,School,104,Charlottesville City,140,Charlottesville High,"White, not of Hispanic origin",Y,Other Health Impairments,<,,<
2016-2017,School,104,Charlottesville City,140,Charlottesville High,"White, not of Hispanic origin",Y,Multiple Disabilities,<,,<
2016-2017,School,104,Charlottesville City,140,Charlottesville High,"White, not of Hispanic origin",Y,Emotional Disturbance,<,,<
2016-2017,School,104,Charlottesville City,140,Charlottesville High,"White, not of Hispanic origin",Y,Autism,<,,<
2016-2017,School,104,Charlottesville City,140,Charlottesville High,"White, not of Hispanic origin",Y,Specific Learning Disabilities,12,<,13
2016-2017,School,104,Charlottesville City,140,Charlottesville High,"White, not of Hispanic origin",Y,Speech or Language Impairments,<,,<
2016-2017,School,104,Charlottesville City,50,Clark Elementary,"Black, not of Hispanic origin",Y,Developmental Delay,<,,<
2016-2017,School,104,Charlottesville City,50,Clark Elementary,"Black, not of Hispanic origin",Y,Autism,<,,<
2016-2017,School,104,Charlottesville City,50,Clark Elementary,"Black, not of Hispanic origin",Y,Emotional Disturbance,<,,<
2016-2017,School,104,Charlottesville City,50,Clark Elementary,"Black, not of Hispanic origin",Y,Other Health Impairments,<,,<
2016-2017,School,104,Charlottesville City,50,Clark Elementary,"Black, not of Hispanic origin",Y,Specific Learning Disabilities,<,,<
2016-2017,School,104,Charlottesville City,50,Clark Elementary,"Black, not of Hispanic origin",Y,Speech or Language Impairments,<,,<
2016-2017,School,104,Charlottesville City,50,Clark Elementary,"White, not of Hispanic origin",Y,Specific Learning Disabilities,<,,<
2016-2017,School,104,Charlottesville City,50,Clark Elementary,"White, not of Hispanic origin",Y,Other Health Impairments,<,,<
2016-2017,School,104,Charlottesville City,50,Clark Elementary,"White, not of Hispanic origin",Y,Emotional Disturbance,<,,<
2016-2017,School,104,Charlottesville City,50,Clark Elementary,"White, not of Hispanic origin",Y,Developmental Delay,<,,<
2016-2017,School,104,Charlottesville City,50,Clark Elementary,"White, not of Hispanic origin",Y,Autism,<,,<
2016-2017,School,104,Charlottesville City,50,Clark Elementary,"White, not of Hispanic origin",Y,Speech or Language Impairments,<,,<
2016-2017,School,104,Charlottesville City,90,Greenbrier Elementary,"Black, not of Hispanic origin",Y,Specific Learning Disabilities,<,,<
2016-2017,School,104,Charlottesville City,90,Greenbrier Elementary,"Black, not of Hispanic origin",Y,Speech or Language Impairments,<,,<
2016-2017,School,104,Charlottesville City,90,Greenbrier Elementary,"White, not of Hispanic origin",Y,Speech or Language Impairments,<,,<
2016-2017,School,104,Charlottesville City,90,Greenbrier Elementary,"White, not of Hispanic origin",Y,Other Health Impairments,<,,<
2016-2017,School,104,Charlottesville City,90,Greenbrier Elementary,"White, not of Hispanic origin",Y,Emotional Disturbance,<,,<
2016-2017,School,104,Charlottesville City,120,Jackson-Via Elementary,"Black, not of Hispanic origin",Y,Specific Learning Disabilities,<,,<
2016-2017,School,104,Charlottesville City,120,Jackson-Via Elementary,"Black, not of Hispanic origin",Y,Speech or Language Impairments,<,,<
2016-2017,School,104,Charlottesville City,120,Jackson-Via Elementary,"Black, not of Hispanic origin",Y,Autism,<,,<
2016-2017,School,104,Charlottesville City,120,Jackson-Via Elementary,"Black, not of Hispanic origin",Y,Developmental Delay,11,,11
2016-2017,School,104,Charlottesville City,120,Jackson-Via Elementary,"Black, not of Hispanic origin",Y,Emotional Disturbance,<,,<
2016-2017,School,104,Charlottesville City,120,Jackson-Via Elementary,"Black, not of Hispanic origin",Y,Intellectual Disabilities,<,,<
2016-2017,School,104,Charlottesville City,120,Jackson-Via Elementary,"Black, not of Hispanic origin",Y,Other Health Impairments,<,,<
2016-2017,School,104,Charlottesville City,120,Jackson-Via Elementary,"White, not of Hispanic origin",Y,Other Health Impairments,<,,<
2016-2017,School,104,Charlottesville City,120,Jackson-Via Elementary,"White, not of Hispanic origin",Y,Autism,<,,<
2016-2017,School,104,Charlottesville City,120,Jackson-Via Elementary,"White, not of Hispanic origin",Y,Speech or Language Impairments,<,,<
2016-2017,School,104,Charlottesville City,120,Jackson-Via Elementary,"White, not of Hispanic origin",Y,Specific Learning Disabilities,<,,<
2016-2017,School,104,Charlottesville City,10,Johnson Elementary,"Black, not of Hispanic origin",Y,Emotional Disturbance,<,,<
2016-2017,School,104,Charlottesville City,10,Johnson Elementary,"Black, not of Hispanic origin",Y,Developmental Delay,<,,<
2016-2017,School,104,Charlottesville City,10,Johnson Elementary,"Black, not of Hispanic origin",Y,Intellectual Disabilities,<,,<
2016-2017,School,104,Charlottesville City,10,Johnson Elementary,"Black, not of Hispanic origin",Y,Other Health Impairments,<,,<
2016-2017,School,104,Charlottesville City,10,Johnson Elementary,"Black, not of Hispanic origin",Y,Autism,<,,<
2016-2017,School,104,Charlottesville City,10,Johnson Elementary,"Black, not of Hispanic origin",Y,Speech or Language Impairments,<,,<
2016-2017,School,104,Charlottesville City,10,Johnson Elementary,"Black, not of Hispanic origin",Y,Specific Learning Disabilities,<,,<
2016-2017,School,104,Charlottesville City,10,Johnson Elementary,"White, not of Hispanic origin",Y,Developmental Delay,<,,<
2016-2017,School,104,Charlottesville City,10,Johnson Elementary,"White, not of Hispanic origin",Y,Speech or Language Impairments,<,,<
2016-2017,School,104,Charlottesville City,10,Johnson Elementary,"White, not of Hispanic origin",Y,Specific Learning Disabilities,<,,<
2016-2017,School,104,Charlottesville City,10,Johnson Elementary,"White, not of Hispanic origin",Y,Other Health Impairments,<,,<
2016-2017,School,104,Charlottesville City,40,Venable Elementary,"Black, not of Hispanic origin",Y,Developmental Delay,<,,<
2016-2017,School,104,Charlottesville City,40,Venable Elementary,"Black, not of Hispanic origin",Y,Other Health Impairments,<,,<
2016-2017,School,104,Charlottesville City,40,Venable Elementary,"Black, not of Hispanic origin",Y,Specific Learning Disabilities,<,,<
2016-2017,School,104,Charlottesville City,40,Venable Elementary,"Black, not of Hispanic origin",Y,Speech or Language Impairments,<,,<
2016-2017,School,104,Charlottesville City,40,Venable Elementary,"Black, not of Hispanic origin",Y,Emotional Disturbance,<,,<
2016-2017,School,104,Charlottesville City,40,Venable Elementary,"White, not of Hispanic origin",Y,Autism,<,,<
2016-2017,School,104,Charlottesville City,40,Venable Elementary,"White, not of Hispanic origin",Y,Speech or Language Impairments,<,,<
2016-2017,School,104,Charlottesville City,40,Venable Elementary,"White, not of Hispanic origin",Y,Other Health Impairments,<,,<
2016-2017,School,104,Charlottesville City,40,Venable Elementary,"White, not of Hispanic origin",Y,Orthopedic Impairments,<,,<
2016-2017,School,104,Charlottesville City,40,Venable Elementary,"White, not of Hispanic origin",Y,Emotional Disturbance,<,,<
2016-2017,School,104,Charlottesville City,110,Walker Upper Elementary,"Black, not of Hispanic origin",Y,Autism,<,,<
2016-2017,School,104,Charlottesville City,110,Walker Upper Elementary,"Black, not of Hispanic origin",Y,Emotional Disturbance,<,,<
2016-2017,School,104,Charlottesville City,110,Walker Upper Elementary,"Black, not of Hispanic origin",Y,Intellectual Disabilities,<,,<
2016-2017,School,104,Charlottesville City,110,Walker Upper Elementary,"Black, not of Hispanic origin",Y,Visual Impairments,<,,<
2016-2017,School,104,Charlottesville City,110,Walker Upper Elementary,"Black, not of Hispanic origin",Y,Other Health Impairments,<,,<
2016-2017,School,104,Charlottesville City,110,Walker Upper Elementary,"Black, not of Hispanic origin",Y,Multiple Disabilities,<,,<
2016-2017,School,104,Charlottesville City,110,Walker Upper Elementary,"Black, not of Hispanic origin",Y,Specific Learning Disabilities,18,,18
2016-2017,School,104,Charlottesville City,110,Walker Upper Elementary,"Black, not of Hispanic origin",Y,Speech or Language Impairments,<,,<
2016-2017,School,104,Charlottesville City,110,Walker Upper Elementary,"White, not of Hispanic origin",Y,Speech or Language Impairments,<,,<
2016-2017,School,104,Charlottesville City,110,Walker Upper Elementary,"White, not of Hispanic origin",Y,Autism,<,,<
2016-2017,School,104,Charlottesville City,110,Walker Upper Elementary,"White, not of Hispanic origin",Y,Emotional Disturbance,<,,<
2016-2017,School,104,Charlottesville City,110,Walker Upper Elementary,"White, not of Hispanic origin",Y,Other Health Impairments,<,,<
2016-2017,School,104,Charlottesville City,110,Walker Upper Elementary,"White, not of Hispanic origin",Y,Specific Learning Disabilities,<,,<
2016-2017,Division,104,Charlottesville City,,,"Black, not of Hispanic origin",Y,Other Health Impairments,62,,62
2016-2017,Division,104,Charlottesville City,,,"Black, not of Hispanic origin",Y,Multiple Disabilities,<,,<
2016-2017,Division,104,Charlottesville City,,,"Black, not of Hispanic origin",Y,Intellectual Disabilities,15,,15
2016-2017,Division,104,Charlottesville City,,,"Black, not of Hispanic origin",Y,Emotional Disturbance,38,,38
2016-2017,Division,104,Charlottesville City,,,"Black, not of Hispanic origin",Y,Developmental Delay,30,,30
2016-2017,Division,104,Charlottesville City,,,"Black, not of Hispanic origin",Y,Autism,23,,23
2016-2017,Division,104,Charlottesville City,,,"Black, not of Hispanic origin",Y,Specific Learning Disabilities,105,,105
2016-2017,Division,104,Charlottesville City,,,"Black, not of Hispanic origin",Y,Visual Impairments,<,,<
2016-2017,Division,104,Charlottesville City,,,"Black, not of Hispanic origin",Y,Traumatic Brain Injured,<,,<
2016-2017,Division,104,Charlottesville City,,,"Black, not of Hispanic origin",Y,Speech or Language Impairments,40,,40
2016-2017,Division,104,Charlottesville City,,,"White, not of Hispanic origin",Y,Autism,23,,23
2016-2017,Division,104,Charlottesville City,,,"White, not of Hispanic origin",Y,Developmental Delay,<,,<
2016-2017,Division,104,Charlottesville City,,,"White, not of Hispanic origin",Y,Emotional Disturbance,15,,15
2016-2017,Division,104,Charlottesville City,,,"White, not of Hispanic origin",Y,Intellectual Disabilities,<,,<
2016-2017,Division,104,Charlottesville City,,,"White, not of Hispanic origin",Y,Orthopedic Impairments,<,,<
2016-2017,Division,104,Charlottesville City,,,"White, not of Hispanic origin",Y,Other Health Impairments,27,,27
2016-2017,Division,104,Charlottesville City,,,"White, not of Hispanic origin",Y,Specific Learning Disabilities,31,<,32
2016-2017,Division,104,Charlottesville City,,,"White, not of Hispanic origin",Y,Speech or Language Impairments,30,,30
2016-2017,Division,104,Charlottesville City,,,"White, not of Hispanic origin",Y,Multiple Disabilities,<,,<
2016-2017,School,32,Fluvanna County,300,Carysbrook Elementary,"Black, not of Hispanic origin",Y,Autism,<,,<
2016-2017,School,32,Fluvanna County,300,Carysbrook Elementary,"Black, not of Hispanic origin",Y,Emotional Disturbance,<,,<
2016-2017,School,32,Fluvanna County,300,Carysbrook Elementary,"Black, not of Hispanic origin",Y,Speech or Language Impairments,<,,<
2016-2017,School,32,Fluvanna County,300,Carysbrook Elementary,"Black, not of Hispanic origin",Y,Specific Learning Disabilities,<,,<
2016-2017,School,32,Fluvanna County,300,Carysbrook Elementary,"Black, not of Hispanic origin",Y,Other Health Impairments,<,,<
2016-2017,School,32,Fluvanna County,300,Carysbrook Elementary,"Black, not of Hispanic origin",Y,Intellectual Disabilities,<,,<
2016-2017,School,32,Fluvanna County,300,Carysbrook Elementary,"White, not of Hispanic origin",Y,Multiple Disabilities,<,,<
2016-2017,School,32,Fluvanna County,300,Carysbrook Elementary,"White, not of Hispanic origin",Y,Other Health Impairments,<,,<
2016-2017,School,32,Fluvanna County,300,Carysbrook Elementary,"White, not of Hispanic origin",Y,Orthopedic Impairments,<,,<
2016-2017,School,32,Fluvanna County,300,Carysbrook Elementary,"White, not of Hispanic origin",Y,Intellectual Disabilities,<,,<
2016-2017,School,32,Fluvanna County,300,Carysbrook Elementary,"White, not of Hispanic origin",Y,Emotional Disturbance,<,,<
2016-2017,School,32,Fluvanna County,300,Carysbrook Elementary,"White, not of Hispanic origin",Y,Autism,<,,<
2016-2017,School,32,Fluvanna County,300,Carysbrook Elementary,"White, not of Hispanic origin",Y,Specific Learning Disabilities,<,,<
2016-2017,School,32,Fluvanna County,300,Carysbrook Elementary,"White, not of Hispanic origin",Y,Speech or Language Impairments,<,,<
2016-2017,School,32,Fluvanna County,310,Central Elementary,"Black, not of Hispanic origin",Y,Speech or Language Impairments,<,,<
2016-2017,School,32,Fluvanna County,310,Central Elementary,"Black, not of Hispanic origin",Y,Other Health Impairments,<,,<
2016-2017,School,32,Fluvanna County,310,Central Elementary,"White, not of Hispanic origin",Y,Intellectual Disabilities,<,,<
2016-2017,School,32,Fluvanna County,310,Central Elementary,"White, not of Hispanic origin",Y,Developmental Delay,<,,<
2016-2017,School,32,Fluvanna County,310,Central Elementary,"White, not of Hispanic origin",Y,Autism,<,,<
2016-2017,School,32,Fluvanna County,310,Central Elementary,"White, not of Hispanic origin",Y,Speech or Language Impairments,25,,25
2016-2017,School,32,Fluvanna County,310,Central Elementary,"White, not of Hispanic origin",Y,Other Health Impairments,<,,<
2016-2017,School,32,Fluvanna County,260,Fluvanna County High,"Black, not of Hispanic origin",Y,Other Health Impairments,11,,11
2016-2017,School,32,Fluvanna County,260,Fluvanna County High,"Black, not of Hispanic origin",Y,Specific Learning Disabilities,24,,24
2016-2017,School,32,Fluvanna County,260,Fluvanna County High,"Black, not of Hispanic origin",Y,Visual Impairments,<,,<
2016-2017,School,32,Fluvanna County,260,Fluvanna County High,"Black, not of Hispanic origin",Y,Multiple Disabilities,<,,<
2016-2017,School,32,Fluvanna County,260,Fluvanna County High,"Black, not of Hispanic origin",Y,Intellectual Disabilities,<,,<
2016-2017,School,32,Fluvanna County,260,Fluvanna County High,"Black, not of Hispanic origin",Y,Autism,<,,<
2016-2017,School,32,Fluvanna County,260,Fluvanna County High,"White, not of Hispanic origin",Y,Multiple Disabilities,<,,<
2016-2017,School,32,Fluvanna County,260,Fluvanna County High,"White, not of Hispanic origin",Y,Visual Impairments,<,,<
2016-2017,School,32,Fluvanna County,260,Fluvanna County High,"White, not of Hispanic origin",Y,Emotional Disturbance,14,,14
2016-2017,School,32,Fluvanna County,260,Fluvanna County High,"White, not of Hispanic origin",Y,Developmental Delay,<,,<
2016-2017,School,32,Fluvanna County,260,Fluvanna County High,"White, not of Hispanic origin",Y,Autism,13,,13
2016-2017,School,32,Fluvanna County,260,Fluvanna County High,"White, not of Hispanic origin",Y,Intellectual Disabilities,<,,<
2016-2017,School,32,Fluvanna County,260,Fluvanna County High,"White, not of Hispanic origin",Y,Specific Learning Disabilities,52,,52
2016-2017,School,32,Fluvanna County,260,Fluvanna County High,"White, not of Hispanic origin",Y,Other Health Impairments,31,,31
2016-2017,School,32,Fluvanna County,260,Fluvanna County High,"White, not of Hispanic origin",Y,Orthopedic Impairments,<,,<
2016-2017,School,32,Fluvanna County,320,Fluvanna Middle,"Black, not of Hispanic origin",Y,Other Health Impairments,<,,<
2016-2017,School,32,Fluvanna County,320,Fluvanna Middle,"Black, not of Hispanic origin",Y,Emotional Disturbance,<,,<
2016-2017,School,32,Fluvanna County,320,Fluvanna Middle,"Black, not of Hispanic origin",Y,Specific Learning Disabilities,<,,<
2016-2017,School,32,Fluvanna County,320,Fluvanna Middle,"Black, not of Hispanic origin",Y,Hearing Impairments,<,,<
2016-2017,School,32,Fluvanna County,320,Fluvanna Middle,"Black, not of Hispanic origin",Y,Intellectual Disabilities,<,,<
2016-2017,School,32,Fluvanna County,320,Fluvanna Middle,"Black, not of Hispanic origin",Y,Multiple Disabilities,<,,<
2016-2017,School,32,Fluvanna County,320,Fluvanna Middle,"White, not of Hispanic origin",Y,Other Health Impairments,15,,15
2016-2017,School,32,Fluvanna County,320,Fluvanna Middle,"White, not of Hispanic origin",Y,Emotional Disturbance,<,,<
2016-2017,School,32,Fluvanna County,320,Fluvanna Middle,"White, not of Hispanic origin",Y,Specific Learning Disabilities,27,,27
2016-2017,School,32,Fluvanna County,320,Fluvanna Middle,"White, not of Hispanic origin",Y,Speech or Language Impairments,<,,<
2016-2017,School,32,Fluvanna County,320,Fluvanna Middle,"White, not of Hispanic origin",Y,Intellectual Disabilities,<,,<
2016-2017,School,32,Fluvanna County,320,Fluvanna Middle,"White, not of Hispanic origin",Y,Developmental Delay,<,,<
2016-2017,School,32,Fluvanna County,320,Fluvanna Middle,"White, not of Hispanic origin",Y,Autism,<,,<
2016-2017,School,32,Fluvanna County,320,Fluvanna Middle,"White, not of Hispanic origin",Y,Multiple Disabilities,<,,<
2016-2017,School,32,Fluvanna County,330,West Central Primary,"Black, not of Hispanic origin",Y,Speech or Language Impairments,<,,<
2016-2017,School,32,Fluvanna County,330,West Central Primary,"Black, not of Hispanic origin",Y,Developmental Delay,<,,<
2016-2017,School,32,Fluvanna County,330,West Central Primary,"White, not of Hispanic origin",Y,Speech or Language Impairments,11,,11
2016-2017,School,32,Fluvanna County,330,West Central Primary,"White, not of Hispanic origin",Y,Developmental Delay,15,,15
2016-2017,School,32,Fluvanna County,330,West Central Primary,"White, not of Hispanic origin",Y,Autism,<,,<
2016-2017,Division,32,Fluvanna County,,,"Black, not of Hispanic origin",Y,Visual Impairments,<,,<
2016-2017,Division,32,Fluvanna County,,,"Black, not of Hispanic origin",Y,Autism,<,,<
2016-2017,Division,32,Fluvanna County,,,"Black, not of Hispanic origin",Y,Developmental Delay,<,,<
2016-2017,Division,32,Fluvanna County,,,"Black, not of Hispanic origin",Y,Emotional Disturbance,<,,<
2016-2017,Division,32,Fluvanna County,,,"Black, not of Hispanic origin",Y,Hearing Impairments,<,,<
2016-2017,Division,32,Fluvanna County,,,"Black, not of Hispanic origin",Y,Intellectual Disabilities,10,,10
2016-2017,Division,32,Fluvanna County,,,"Black, not of Hispanic origin",Y,Multiple Disabilities,<,,<
2016-2017,Division,32,Fluvanna County,,,"Black, not of Hispanic origin",Y,Other Health Impairments,22,,22
2016-2017,Division,32,Fluvanna County,,,"Black, not of Hispanic origin",Y,Specific Learning Disabilities,32,,32
2016-2017,Division,32,Fluvanna County,,,"Black, not of Hispanic origin",Y,Speech or Language Impairments,<,,<
2016-2017,Division,32,Fluvanna County,,,"White, not of Hispanic origin",Y,Autism,24,,24
2016-2017,Division,32,Fluvanna County,,,"White, not of Hispanic origin",Y,Developmental Delay,20,,20
2016-2017,Division,32,Fluvanna County,,,"White, not of Hispanic origin",Y,Emotional Disturbance,20,,20
2016-2017,Division,32,Fluvanna County,,,"White, not of Hispanic origin",Y,Intellectual Disabilities,17,,17
2016-2017,Division,32,Fluvanna County,,,"White, not of Hispanic origin",Y,Visual Impairments,<,,<
2016-2017,Division,32,Fluvanna County,,,"White, not of Hispanic origin",Y,Orthopedic Impairments,<,,<
2016-2017,Division,32,Fluvanna County,,,"White, not of Hispanic origin",Y,Other Health Impairments,53,,53
2016-2017,Division,32,Fluvanna County,,,"White, not of Hispanic origin",Y,Specific Learning Disabilities,87,,87
2016-2017,Division,32,Fluvanna County,,,"White, not of Hispanic origin",Y,Speech or Language Impairments,42,,42
2016-2017,Division,32,Fluvanna County,,,"White, not of Hispanic origin",Y,Multiple Disabilities,11,,11
2016-2017,School,39,Greene County,20,Nathanael Greene Elementary,"Black, not of Hispanic origin",Y,Autism,<,,<
2016-2017,School,39,Greene County,20,Nathanael Greene Elementary,"Black, not of Hispanic origin",Y,Other Health Impairments,<,,<
2016-2017,School,39,Greene County,20,Nathanael Greene Elementary,"Black, not of Hispanic origin",Y,Specific Learning Disabilities,<,,<
2016-2017,School,39,Greene County,20,Nathanael Greene Elementary,"White, not of Hispanic origin",Y,Other Health Impairments,<,,<
2016-2017,School,39,Greene County,20,Nathanael Greene Elementary,"White, not of Hispanic origin",Y,Specific Learning Disabilities,16,,16
2016-2017,School,39,Greene County,20,Nathanael Greene Elementary,"White, not of Hispanic origin",Y,Speech or Language Impairments,10,,10
2016-2017,School,39,Greene County,20,Nathanael Greene Elementary,"White, not of Hispanic origin",Y,Multiple Disabilities,<,,<
2016-2017,School,39,Greene County,20,Nathanael Greene Elementary,"White, not of Hispanic origin",Y,Intellectual Disabilities,<,,<
2016-2017,School,39,Greene County,20,Nathanael Greene Elementary,"White, not of Hispanic origin",Y,Emotional Disturbance,<,,<
2016-2017,School,39,Greene County,20,Nathanael Greene Elementary,"White, not of Hispanic origin",Y,Autism,<,,<
2016-2017,School,39,Greene County,10,Nathanael Greene Primary,"Black, not of Hispanic origin",Y,Speech or Language Impairments,<,,<
2016-2017,School,39,Greene County,10,Nathanael Greene Primary,"Black, not of Hispanic origin",Y,Developmental Delay,<,,<
2016-2017,School,39,Greene County,10,Nathanael Greene Primary,"White, not of Hispanic origin",Y,Speech or Language Impairments,28,,28
2016-2017,School,39,Greene County,10,Nathanael Greene Primary,"White, not of Hispanic origin",Y,Hearing Impairments,<,,<
2016-2017,School,39,Greene County,10,Nathanael Greene Primary,"White, not of Hispanic origin",Y,Other Health Impairments,<,,<
2016-2017,School,39,Greene County,10,Nathanael Greene Primary,"White, not of Hispanic origin",Y,Orthopedic Impairments,<,,<
2016-2017,School,39,Greene County,10,Nathanael Greene Primary,"White, not of Hispanic origin",Y,Multiple Disabilities,<,,<
2016-2017,School,39,Greene County,10,Nathanael Greene Primary,"White, not of Hispanic origin",Y,Intellectual Disabilities,<,,<
2016-2017,School,39,Greene County,10,Nathanael Greene Primary,"White, not of Hispanic origin",Y,Developmental Delay,10,,10
2016-2017,School,39,Greene County,10,Nathanael Greene Primary,"White, not of Hispanic origin",Y,Autism,<,,<
2016-2017,School,39,Greene County,10,Nathanael Greene Primary,"White, not of Hispanic origin",Y,Specific Learning Disabilities,<,,<
2016-2017,School,39,Greene County,30,Ruckersville Elementary,"Black, not of Hispanic origin",Y,Speech or Language Impairments,<,,<
2016-2017,School,39,Greene County,30,Ruckersville Elementary,"Black, not of Hispanic origin",Y,Specific Learning Disabilities,<,,<
2016-2017,School,39,Greene County,30,Ruckersville Elementary,"Black, not of Hispanic origin",Y,Developmental Delay,<,,<
2016-2017,School,39,Greene County,30,Ruckersville Elementary,"Black, not of Hispanic origin",Y,Intellectual Disabilities,<,,<
2016-2017,School,39,Greene County,30,Ruckersville Elementary,"Black, not of Hispanic origin",Y,Other Health Impairments,<,,<
2016-2017,School,39,Greene County,30,Ruckersville Elementary,"Black, not of Hispanic origin",Y,Autism,<,,<
2016-2017,School,39,Greene County,30,Ruckersville Elementary,"White, not of Hispanic origin",Y,Other Health Impairments,<,,<
2016-2017,School,39,Greene County,30,Ruckersville Elementary,"White, not of Hispanic origin",Y,Developmental Delay,<,,<
2016-2017,School,39,Greene County,30,Ruckersville Elementary,"White, not of Hispanic origin",Y,Speech or Language Impairments,21,,21
2016-2017,School,39,Greene County,30,Ruckersville Elementary,"White, not of Hispanic origin",Y,Emotional Disturbance,<,,<
2016-2017,School,39,Greene County,30,Ruckersville Elementary,"White, not of Hispanic origin",Y,Specific Learning Disabilities,<,,<
2016-2017,School,39,Greene County,30,Ruckersville Elementary,"White, not of Hispanic origin",Y,Autism,<,,<
